ANO_ELEICAO;SG_UF;SG_PARTIDO;DS_CARGO;DS_SIT_TOT_TURNO
1998;GO;PSC;DEPUTADO ESTADUAL;1
1998;GO;PSD;DEPUTADO ESTADUAL;4
1998;GO;PSDB;DEPUTADO ESTADUAL;5
1998;GO;PSDB;DEPUTADO FEDERAL;2
1998;GO;PST;DEPUTADO ESTADUAL;1
1998;GO;PT;DEPUTADO ESTADUAL;1
1998;GO;PT;DEPUTADO FEDERAL;1
1998;MA;AVANTE*;DEPUTADO ESTADUAL;1
1998;MA;DEM*;DEPUTADO ESTADUAL;8
1998;MA;DEM*;DEPUTADO FEDERAL;5
1998;MA;MDB*;DEPUTADO ESTADUAL;3
1998;MA;MDB*;DEPUTADO FEDERAL;2
1998;MA;MOBILIZA*;DEPUTADO ESTADUAL;1
1998;MA;PDT;DEPUTADO ESTADUAL;3
1998;MA;PDT;DEPUTADO FEDERAL;1
1998;MA;PL*;DEPUTADO ESTADUAL;3
1998;MA;PL*;DEPUTADO FEDERAL;2
1998;MA;PP*;DEPUTADO ESTADUAL;3
1998;MA;PRP;DEPUTADO ESTADUAL;2
1998;MA;PRTB*;DEPUTADO ESTADUAL;2
1998;MA;PSB;DEPUTADO FEDERAL;1
1998;MA;PSC;DEPUTADO ESTADUAL;1
1998;MA;PSC;DEPUTADO FEDERAL;1
1998;MA;PSD;DEPUTADO ESTADUAL;6
1998;MA;PSD;DEPUTADO FEDERAL;1
1998;MA;PSDB;DEPUTADO ESTADUAL;1
1998;MA;PSDB;DEPUTADO FEDERAL;3
1998;MA;PT;DEPUTADO ESTADUAL;1
1998;MA;PTB;DEPUTADO ESTADUAL;1
1998;MG;CIDADANIA*;DEPUTADO ESTADUAL;2
1998;MG;DEM*;DEPUTADO ESTADUAL;6
1998;MG;DEM*;DEPUTADO FEDERAL;8
1998;MG;MDB*;DEPUTADO ESTADUAL;9
1998;MG;MDB*;DEPUTADO FEDERAL;8
1998;MG;MOBILIZA*;DEPUTADO ESTADUAL;3
1998;MG;PC DO B;DEPUTADO FEDERAL;1
1998;MG;PDT;DEPUTADO ESTADUAL;7
1998;MG;PDT;DEPUTADO FEDERAL;1
1998;MG;PHS*;DEPUTADO ESTADUAL;1
1998;MG;PL*;DEPUTADO ESTADUAL;3
1998;MG;PL*;DEPUTADO FEDERAL;3
1998;MG;PP*;DEPUTADO ESTADUAL;6
1998;MG;PP*;DEPUTADO FEDERAL;5
1998;MG;PSB;DEPUTADO ESTADUAL;5
1998;MG;PSC;DEPUTADO ESTADUAL;1
1998;MG;PSD;DEPUTADO ESTADUAL;4
1998;MG;PSDB;DEPUTADO ESTADUAL;14
1998;MG;PSDB;DEPUTADO FEDERAL;12
1998;MG;PST;DEPUTADO ESTADUAL;1
1998;MG;PST;DEPUTADO FEDERAL;1
1998;MG;PT;DEPUTADO ESTADUAL;5
1998;MG;PT;DEPUTADO FEDERAL;7
1998;MG;PTB;DEPUTADO ESTADUAL;6
1998;MG;PTB;DEPUTADO FEDERAL;2
1998;MS;CIDADANIA*;DEPUTADO ESTADUAL;2
1998;MS;DEM*;DEPUTADO ESTADUAL;2
1998;MS;DEM*;DEPUTADO FEDERAL;1
1998;MS;MDB*;DEPUTADO ESTADUAL;4
1998;MS;MDB*;DEPUTADO FEDERAL;1
1998;MS;PDT;DEPUTADO ESTADUAL;2
1998;MS;PL*;DEPUTADO ESTADUAL;1
1998;MS;PP*;DEPUTADO FEDERAL;1
1998;MS;PSDB;DEPUTADO ESTADUAL;6
1998;MS;PSDB;DEPUTADO FEDERAL;2
1998;MS;PT;DEPUTADO ESTADUAL;1
1998;MS;PT;DEPUTADO FEDERAL;1
1998;MS;PTB;DEPUTADO ESTADUAL;3
1998;MT;CIDADANIA*;DEPUTADO ESTADUAL;1
1998;MT;DEM*;DEPUTADO ESTADUAL;4
1998;MT;DEM*;DEPUTADO FEDERAL;1
1998;MT;MDB*;DEPUTADO ESTADUAL;3
1998;MT;MDB*;DEPUTADO FEDERAL;1
1998;MT;PL*;DEPUTADO ESTADUAL;2
1998;MT;PL*;DEPUTADO FEDERAL;1
1998;MT;PSB;DEPUTADO ESTADUAL;1
1998;MT;PSDB;DEPUTADO ESTADUAL;5
1998;MT;PSDB;DEPUTADO FEDERAL;3
1998;MT;PT;DEPUTADO ESTADUAL;1
1998;MT;PTB;DEPUTADO ESTADUAL;2
1998;MT;PTB;DEPUTADO FEDERAL;1
1998;PA;CIDADANIA*;DEPUTADO ESTADUAL;1
1998;PA;DEM*;DEPUTADO ESTADUAL;3
1998;PA;DEM*;DEPUTADO FEDERAL;2
1998;PA;MDB*;DEPUTADO ESTADUAL;7
1998;PA;MDB*;DEPUTADO FEDERAL;3
1998;PA;PDT;DEPUTADO ESTADUAL;3
1998;PA;PDT;DEPUTADO FEDERAL;1
1998;PA;PL*;DEPUTADO ESTADUAL;3
1998;PA;PP*;DEPUTADO ESTADUAL;4
1998;PA;PP*;DEPUTADO FEDERAL;1
1998;PA;PSB;DEPUTADO ESTADUAL;1
1998;PA;PSD;DEPUTADO ESTADUAL;2
1998;PA;PSDB;DEPUTADO ESTADUAL;7
1998;PA;PSDB;DEPUTADO FEDERAL;3
1998;PA;PT;DEPUTADO ESTADUAL;3
1998;PA;PT;DEPUTADO FEDERAL;2
1998;PA;PTB;DEPUTADO ESTADUAL;3
1998;PA;PTB;DEPUTADO FEDERAL;1
1998;PB;DEM*;DEPUTADO ESTADUAL;4
1998;PB;DEM*;DEPUTADO FEDERAL;3
1998;PB;MDB*;DEPUTADO ESTADUAL;16
1998;PB;MDB*;DEPUTADO FEDERAL;4
1998;PB;PDT;DEPUTADO ESTADUAL;2
1998;PB;PP*;DEPUTADO ESTADUAL;1
1998;PB;PP*;DEPUTADO FEDERAL;1
1998;PB;PSDB;DEPUTADO ESTADUAL;5
1998;PB;PSDB;DEPUTADO FEDERAL;1
1998;PB;PSL;DEPUTADO ESTADUAL;2
1998;PB;PT;DEPUTADO ESTADUAL;3
1998;PB;PT;DEPUTADO FEDERAL;1
1998;PB;PTB;DEPUTADO FEDERAL;1
1998;PB;PV;DEPUTADO ESTADUAL;1
1998;PE;DC*;DEPUTADO ESTADUAL;1
1998;PE;DEM*;DEPUTADO ESTADUAL;11
1998;PE;DEM*;DEPUTADO FEDERAL;7
1998;PE;MDB*;DEPUTADO ESTADUAL;3
1998;PE;MDB*;DEPUTADO FEDERAL;3
1998;PE;PC DO B;DEPUTADO ESTADUAL;1
1998;PE;PDT;DEPUTADO ESTADUAL;1
1998;PE;PL*;DEPUTADO ESTADUAL;1
1998;PE;PP*;DEPUTADO ESTADUAL;3
1998;PE;PP*;DEPUTADO FEDERAL;2
1998;PE;PSB;DEPUTADO ESTADUAL;11
1998;PE;PSB;DEPUTADO FEDERAL;7
1998;PE;PSC;DEPUTADO ESTADUAL;1
1998;PE;PSDB;DEPUTADO ESTADUAL;5
1998;PE;PSDB;DEPUTADO FEDERAL;1
1998;PE;PSL;DEPUTADO ESTADUAL;1
1998;PE;PSL;DEPUTADO FEDERAL;1
1998;PE;PT;DEPUTADO ESTADUAL;3
1998;PE;PT;DEPUTADO FEDERAL;1
1998;PE;PTB;DEPUTADO ESTADUAL;2
1998;PE;PTB;DEPUTADO FEDERAL;1
1998;PI;DEM*;DEPUTADO ESTADUAL;9
1998;PI;DEM*;DEPUTADO FEDERAL;4
1998;PI;MDB*;DEPUTADO ESTADUAL;8
1998;PI;MDB*;DEPUTADO FEDERAL;3
1998;PI;PDT;DEPUTADO ESTADUAL;2
1998;PI;PP*;DEPUTADO ESTADUAL;2
1998;PI;PSB;DEPUTADO ESTADUAL;1
1998;PI;PSDB;DEPUTADO ESTADUAL;3
1998;PI;PSDB;DEPUTADO FEDERAL;1
1998;PI;PT;DEPUTADO ESTADUAL;1
1998;PI;PT;DEPUTADO FEDERAL;1
1998;PR;DEM*;DEPUTADO ESTADUAL;12
1998;PR;DEM*;DEPUTADO FEDERAL;5
1998;PR;MDB*;DEPUTADO ESTADUAL;7
1998;PR;MDB*;DEPUTADO FEDERAL;5
1998;PR;PDT;DEPUTADO ESTADUAL;3
1998;PR;PDT;DEPUTADO FEDERAL;1
1998;PR;PP*;DEPUTADO ESTADUAL;7
1998;PR;PP*;DEPUTADO FEDERAL;4
1998;PR;PSB;DEPUTADO ESTADUAL;2
1998;PR;PSC;DEPUTADO ESTADUAL;1
1998;PR;PSDB;DEPUTADO ESTADUAL;5
1998;PR;PSDB;DEPUTADO FEDERAL;5
1998;PR;PT;DEPUTADO ESTADUAL;4
1998;PR;PT;DEPUTADO FEDERAL;3
1998;PR;PTB;DEPUTADO ESTADUAL;9
1998;PR;PTB;DEPUTADO FEDERAL;5
1998;RJ;AVANTE*;DEPUTADO ESTADUAL;2
1998;RJ;CIDADANIA*;DEPUTADO ESTADUAL;1
1998;RJ;DEM*;DEPUTADO ESTADUAL;10
1998;RJ;DEM*;DEPUTADO FEDERAL;7
1998;RJ;MDB*;DEPUTADO ESTADUAL;8
1998;RJ;MDB*;DEPUTADO FEDERAL;2
1998;RJ;PC DO B;DEPUTADO ESTADUAL;1
1998;RJ;PC DO B;DEPUTADO FEDERAL;1
1998;RJ;PDT;DEPUTADO ESTADUAL;8
1998;RJ;PDT;DEPUTADO FEDERAL;6
1998;RJ;PL*;DEPUTADO ESTADUAL;1
1998;RJ;PP*;DEPUTADO ESTADUAL;4
1998;RJ;PP*;DEPUTADO FEDERAL;5
1998;RJ;PRONA;DEPUTADO ESTADUAL;1
1998;RJ;PSB;DEPUTADO ESTADUAL;2
1998;RJ;PSB;DEPUTADO FEDERAL;2
1998;RJ;PSC;DEPUTADO ESTADUAL;2
1998;RJ;PSC;DEPUTADO FEDERAL;1
1998;RJ;PSDB;DEPUTADO ESTADUAL;13
1998;RJ;PSDB;DEPUTADO FEDERAL;9
1998;RJ;PT;DEPUTADO ESTADUAL;6
1998;RJ;PT;DEPUTADO FEDERAL;4
1998;RJ;PTB;DEPUTADO ESTADUAL;2
1998;RJ;PTB;DEPUTADO FEDERAL;2
1998;RJ;PV;DEPUTADO ESTADUAL;1
1998;RJ;PV;DEPUTADO FEDERAL;1
1998;RN;DEM*;DEPUTADO ESTADUAL;4
1998;RN;DEM*;DEPUTADO FEDERAL;2
1998;RN;MDB*;DEPUTADO ESTADUAL;8
1998;RN;MDB*;DEPUTADO FEDERAL;3
1998;RN;PDT;DEPUTADO ESTADUAL;1
1998;RN;PL*;DEPUTADO ESTADUAL;2
1998;RN;PP*;DEPUTADO ESTADUAL;2
1998;RN;PP*;DEPUTADO FEDERAL;1
1998;RN;PSB;DEPUTADO ESTADUAL;1
1998;RN;PSDB;DEPUTADO ESTADUAL;1
1998;RN;PT;DEPUTADO ESTADUAL;1
1998;RN;PTB;DEPUTADO ESTADUAL;1
1998;RO;DEM*;DEPUTADO ESTADUAL;2
1998;RO;DEM*;DEPUTADO FEDERAL;1
1998;RO;MDB*;DEPUTADO ESTADUAL;4
1998;RO;MDB*;DEPUTADO FEDERAL;1
1998;RO;PDT;DEPUTADO ESTADUAL;3
1998;RO;PDT;DEPUTADO FEDERAL;2
1998;RO;PL*;DEPUTADO ESTADUAL;1
1998;RO;PP*;DEPUTADO ESTADUAL;2
1998;RO;PSC;DEPUTADO ESTADUAL;2
1998;RO;PSDB;DEPUTADO ESTADUAL;3
1998;RO;PSDB;DEPUTADO FEDERAL;1
1998;RO;PT;DEPUTADO ESTADUAL;2
1998;RO;PTB;DEPUTADO ESTADUAL;2
1998;RR;DEM*;DEPUTADO ESTADUAL;3
1998;RR;MDB*;DEPUTADO ESTADUAL;2
1998;RR;MDB*;DEPUTADO FEDERAL;1
1998;RR;PDT;DEPUTADO ESTADUAL;4
1998;RR;PP*;DEPUTADO ESTADUAL;4
1998;RR;PP*;DEPUTADO FEDERAL;4
1998;RR;PSDB;DEPUTADO ESTADUAL;1
1998;RR;PSDB;DEPUTADO FEDERAL;1
1998;RR;PSL;DEPUTADO ESTADUAL;3
1998;RR;PTB;DEPUTADO ESTADUAL;2
1998;RS;DEM*;DEPUTADO ESTADUAL;2
1998;RS;DEM*;DEPUTADO FEDERAL;1
1998;RS;MDB*;DEPUTADO ESTADUAL;9
1998;RS;MDB*;DEPUTADO FEDERAL;6
1998;RS;PDT;DEPUTADO ESTADUAL;6
1998;RS;PDT;DEPUTADO FEDERAL;3
1998;RS;PP*;DEPUTADO ESTADUAL;11
1998;RS;PP*;DEPUTADO FEDERAL;5
1998;RS;PSB;DEPUTADO ESTADUAL;1
1998;RS;PSB;DEPUTADO FEDERAL;1
1998;RS;PSDB;DEPUTADO ESTADUAL;2
1998;RS;PSDB;DEPUTADO FEDERAL;2
1998;RS;PT;DEPUTADO ESTADUAL;11
1998;RS;PT;DEPUTADO FEDERAL;7
1998;RS;PTB;DEPUTADO ESTADUAL;9
1998;RS;PTB;DEPUTADO FEDERAL;3
1998;SC;DEM*;DEPUTADO ESTADUAL;8
1998;SC;DEM*;DEPUTADO FEDERAL;2
1998;SC;MDB*;DEPUTADO ESTADUAL;9
1998;SC;MDB*;DEPUTADO FEDERAL;3
1998;SC;PDT;DEPUTADO ESTADUAL;1
1998;SC;PDT;DEPUTADO FEDERAL;1
1998;SC;PP*;DEPUTADO ESTADUAL;9
1998;SC;PP*;DEPUTADO FEDERAL;4
1998;SC;PSDB;DEPUTADO ESTADUAL;3
1998;SC;PSDB;DEPUTADO FEDERAL;1
1998;SC;PT;DEPUTADO ESTADUAL;5
1998;SC;PT;DEPUTADO FEDERAL;2
1998;SC;PTB;DEPUTADO ESTADUAL;1
1998;SE;CIDADANIA*;DEPUTADO ESTADUAL;1
1998;SE;CIDADANIA*;DEPUTADO FEDERAL;1
1998;SE;DEM*;DEPUTADO ESTADUAL;3
1998;SE;MDB*;DEPUTADO ESTADUAL;5
1998;SE;MDB*;DEPUTADO FEDERAL;1
1998;SE;MOBILIZA*;DEPUTADO ESTADUAL;1
1998;SE;MOBILIZA*;DEPUTADO FEDERAL;1
1998;SE;PDT;DEPUTADO ESTADUAL;1
1998;SE;PP*;DEPUTADO ESTADUAL;2
1998;SE;PP*;DEPUTADO FEDERAL;1
1998;SE;PSB;DEPUTADO ESTADUAL;2
1998;SE;PSB;DEPUTADO FEDERAL;1
1998;SE;PSDB;DEPUTADO ESTADUAL;3
1998;SE;PT;DEPUTADO FEDERAL;1
1998;SE;PTB;DEPUTADO ESTADUAL;1
1998;SP;CIDADANIA*;DEPUTADO ESTADUAL;3
1998;SP;CIDADANIA*;DEPUTADO FEDERAL;1
1998;SP;DEM*;DEPUTADO ESTADUAL;12
1998;SP;DEM*;DEPUTADO FEDERAL;6
1998;SP;MDB*;DEPUTADO ESTADUAL;8
1998;SP;MDB*;DEPUTADO FEDERAL;5
1998;SP;PC DO B;DEPUTADO ESTADUAL;2
1998;SP;PC DO B;DEPUTADO FEDERAL;1
1998;SP;PDT;DEPUTADO ESTADUAL;6
1998;SP;PDT;DEPUTADO FEDERAL;3
1998;SP;PL*;DEPUTADO ESTADUAL;5
1998;SP;PL*;DEPUTADO FEDERAL;2
1998;SP;PP*;DEPUTADO ESTADUAL;9
1998;SP;PP*;DEPUTADO FEDERAL;12
1998;SP;PRONA;DEPUTADO ESTADUAL;2
1998;SP;PRONA;DEPUTADO FEDERAL;1
1998;SP;PRP;DEPUTADO ESTADUAL;1
1998;SP;PSB;DEPUTADO ESTADUAL;2
1998;SP;PSB;DEPUTADO FEDERAL;2
1998;SP;PSDB;DEPUTADO ESTADUAL;20
1998;SP;PSDB;DEPUTADO FEDERAL;14
1998;SP;PT;DEPUTADO ESTADUAL;13
1998;SP;PT;DEPUTADO FEDERAL;13
1998;SP;PTB;DEPUTADO ESTADUAL;4
1998;SP;PTB;DEPUTADO FEDERAL;5
1998;SP;PV;DEPUTADO ESTADUAL;1
1998;TO;DEM*;DEPUTADO ESTADUAL;10
1998;TO;DEM*;DEPUTADO FEDERAL;3
1998;TO;MDB*;DEPUTADO ESTADUAL;5
1998;TO;MDB*;DEPUTADO FEDERAL;1
1998;TO;PP*;DEPUTADO ESTADUAL;5
1998;TO;PP*;DEPUTADO FEDERAL;1
1998;TO;PSDB;DEPUTADO FEDERAL;1
1998;TO;PTB;DEPUTADO ESTADUAL;1
2002;AC;CIDADANIA*;DEPUTADO ESTADUAL;2
2002;AC;CIDADANIA*;DEPUTADO FEDERAL;1
2002;AC;DC*;DEPUTADO ESTADUAL;1
2002;AC;DEM*;DEPUTADO ESTADUAL;1
2002;AC;MDB*;DEPUTADO ESTADUAL;2
2002;AC;MDB*;DEPUTADO FEDERAL;1
2002;AC;MOBILIZA*;DEPUTADO ESTADUAL;1
2002;AC;PC DO B;DEPUTADO ESTADUAL;2
2002;AC;PC DO B;DEPUTADO FEDERAL;1
2002;AC;PL*;DEPUTADO ESTADUAL;1
2002;AC;PP*;DEPUTADO ESTADUAL;2
2002;AC;PP*;DEPUTADO FEDERAL;1
2002;AC;PSC;DEPUTADO ESTADUAL;1
2002;AC;PSDB;DEPUTADO ESTADUAL;1
2002;AC;PT;DEPUTADO ESTADUAL;4
2002;AC;PT;DEPUTADO FEDERAL;2
2002;AL;AVANTE*;DEPUTADO ESTADUAL;2
2002;AL;CIDADANIA*;DEPUTADO ESTADUAL;2
2002;AL;DEM*;DEPUTADO ESTADUAL;1
2002;AL;DEM*;DEPUTADO FEDERAL;2
2002;AL;MDB*;DEPUTADO FEDERAL;1
2002;AL;MOBILIZA*;DEPUTADO ESTADUAL;1
2002;AL;PDT;DEPUTADO ESTADUAL;1
2002;AL;PL*;DEPUTADO ESTADUAL;2
2002;AL;PL*;DEPUTADO FEDERAL;1
2002;AL;PRONA;DEPUTADO ESTADUAL;1
2002;AL;PSB;DEPUTADO ESTADUAL;4
2002;AL;PSB;DEPUTADO FEDERAL;1
2002;AL;PSDB;DEPUTADO ESTADUAL;2
2002;AL;PSL;DEPUTADO ESTADUAL;1
2002;AL;PT;DEPUTADO ESTADUAL;1
2002;AL;PTB;DEPUTADO ESTADUAL;5
2002;AL;PTB;DEPUTADO FEDERAL;1
2002;AM;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;AM;DC*;DEPUTADO ESTADUAL;1
2002;AM;DEM*;DEPUTADO ESTADUAL;4
2002;AM;DEM*;DEPUTADO FEDERAL;3
2002;AM;MDB*;DEPUTADO ESTADUAL;2
2002;AM;PC DO B;DEPUTADO ESTADUAL;1
2002;AM;PC DO B;DEPUTADO FEDERAL;1
2002;AM;PDT;DEPUTADO ESTADUAL;1
2002;AM;PL*;DEPUTADO ESTADUAL;4
2002;AM;PL*;DEPUTADO FEDERAL;2
2002;AM;PRTB*;DEPUTADO ESTADUAL;1
2002;AM;PSC;DEPUTADO ESTADUAL;1
2002;AM;PSDB;DEPUTADO ESTADUAL;1
2002;AM;PT;DEPUTADO ESTADUAL;1
2002;AM;PTB;DEPUTADO ESTADUAL;2
2002;AM;PTB;DEPUTADO FEDERAL;1
2002;AP;AVANTE*;DEPUTADO ESTADUAL;1
2002;AP;MDB*;DEPUTADO ESTADUAL;3
2002;AP;PC DO B;DEPUTADO ESTADUAL;1
2002;AP;PDT;DEPUTADO ESTADUAL;3
2002;AP;PDT;DEPUTADO FEDERAL;2
2002;AP;PL*;DEPUTADO ESTADUAL;1
2002;AP;PP*;DEPUTADO FEDERAL;1
2002;AP;PSB;DEPUTADO ESTADUAL;3
2002;AP;PSB;DEPUTADO FEDERAL;1
2002;AP;PSD;DEPUTADO ESTADUAL;2
2002;AP;PSDB;DEPUTADO ESTADUAL;1
2002;AP;PSDB;DEPUTADO FEDERAL;1
2002;AP;PST;DEPUTADO ESTADUAL;1
2002;AP;PT;DEPUTADO ESTADUAL;2
2002;AP;PT;DEPUTADO FEDERAL;1
2002;AP;PTB;DEPUTADO ESTADUAL;1
2002;AP;PV;DEPUTADO ESTADUAL;1
2002;BA;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;BA;CIDADANIA*;DEPUTADO FEDERAL;1
2002;BA;DEM*;DEPUTADO ESTADUAL;16
2002;BA;DEM*;DEPUTADO FEDERAL;16
2002;BA;MDB*;DEPUTADO ESTADUAL;3
2002;BA;MDB*;DEPUTADO FEDERAL;3
2002;BA;PC DO B;DEPUTADO ESTADUAL;3
2002;BA;PC DO B;DEPUTADO FEDERAL;2
2002;BA;PDT;DEPUTADO ESTADUAL;2
2002;BA;PDT;DEPUTADO FEDERAL;1
2002;BA;PL*;DEPUTADO ESTADUAL;3
2002;BA;PP*;DEPUTADO ESTADUAL;6
2002;BA;PP*;DEPUTADO FEDERAL;2
2002;BA;PRP;DEPUTADO ESTADUAL;1
2002;BA;PSB;DEPUTADO ESTADUAL;2
2002;BA;PSD;DEPUTADO ESTADUAL;2
2002;BA;PSDB;DEPUTADO ESTADUAL;2
2002;BA;PSDB;DEPUTADO FEDERAL;2
2002;BA;PST;DEPUTADO ESTADUAL;3
2002;BA;PT;DEPUTADO ESTADUAL;9
2002;BA;PT;DEPUTADO FEDERAL;7
2002;BA;PTB;DEPUTADO ESTADUAL;3
2002;BA;PTB;DEPUTADO FEDERAL;1
2002;CE;CIDADANIA*;DEPUTADO ESTADUAL;3
2002;CE;CIDADANIA*;DEPUTADO FEDERAL;1
2002;CE;DEM*;DEPUTADO ESTADUAL;1
2002;CE;DEM*;DEPUTADO FEDERAL;2
2002;CE;MDB*;DEPUTADO ESTADUAL;4
2002;CE;MDB*;DEPUTADO FEDERAL;4
2002;CE;PC DO B;DEPUTADO ESTADUAL;1
2002;CE;PC DO B;DEPUTADO FEDERAL;1
2002;CE;PDT;DEPUTADO ESTADUAL;1
2002;CE;PHS*;DEPUTADO ESTADUAL;2
2002;CE;PL*;DEPUTADO ESTADUAL;2
2002;CE;PL*;DEPUTADO FEDERAL;1
2002;CE;PP*;DEPUTADO ESTADUAL;2
2002;CE;PP*;DEPUTADO FEDERAL;1
2002;CE;PSB;DEPUTADO ESTADUAL;1
2002;CE;PSD;DEPUTADO ESTADUAL;1
2002;CE;PSDB;DEPUTADO ESTADUAL;15
2002;CE;PSDB;DEPUTADO FEDERAL;6
2002;CE;PSL;DEPUTADO ESTADUAL;1
2002;CE;PST;DEPUTADO ESTADUAL;1
2002;CE;PT;DEPUTADO ESTADUAL;4
2002;CE;PT;DEPUTADO FEDERAL;2
2002;DF;CIDADANIA*;DEPUTADO DISTRITAL;1
2002;DF;DEM*;DEPUTADO DISTRITAL;2
2002;DF;DEM*;DEPUTADO FEDERAL;1
2002;DF;MDB*;DEPUTADO DISTRITAL;4
2002;DF;MDB*;DEPUTADO FEDERAL;2
2002;DF;PC DO B;DEPUTADO FEDERAL;1
2002;DF;PL*;DEPUTADO DISTRITAL;1
2002;DF;PP*;DEPUTADO DISTRITAL;2
2002;DF;PSB;DEPUTADO DISTRITAL;1
2002;DF;PSD;DEPUTADO DISTRITAL;2
2002;DF;PSD;DEPUTADO FEDERAL;1
2002;DF;PT;DEPUTADO DISTRITAL;5
2002;DF;PT;DEPUTADO FEDERAL;1
2002;DF;PTB;DEPUTADO DISTRITAL;1
2002;ES;AGIR*;DEPUTADO ESTADUAL;1
2002;ES;CIDADANIA*;DEPUTADO ESTADUAL;2
2002;ES;DEM*;DEPUTADO ESTADUAL;4
2002;ES;MDB*;DEPUTADO ESTADUAL;1
2002;ES;MDB*;DEPUTADO FEDERAL;1
2002;ES;PDT;DEPUTADO ESTADUAL;2
2002;ES;PDT;DEPUTADO FEDERAL;1
2002;ES;PL*;DEPUTADO ESTADUAL;2
2002;ES;PP*;DEPUTADO ESTADUAL;4
2002;ES;PP*;DEPUTADO FEDERAL;1
2002;ES;PSB;DEPUTADO ESTADUAL;2
2002;ES;PSB;DEPUTADO FEDERAL;1
2002;ES;PSC;DEPUTADO ESTADUAL;1
2002;ES;PSDB;DEPUTADO ESTADUAL;2
2002;ES;PSDB;DEPUTADO FEDERAL;1
2002;ES;PT;DEPUTADO ESTADUAL;4
2002;ES;PT;DEPUTADO FEDERAL;1
2002;ES;PTB;DEPUTADO ESTADUAL;2
2002;ES;PTB;DEPUTADO FEDERAL;1
2002;GO;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;GO;DC*;DEPUTADO ESTADUAL;1
2002;GO;DEM*;DEPUTADO ESTADUAL;3
2002;GO;DEM*;DEPUTADO FEDERAL;3
2002;GO;MDB*;DEPUTADO ESTADUAL;8
2002;GO;MDB*;DEPUTADO FEDERAL;3
2002;GO;PC DO B;DEPUTADO ESTADUAL;1
2002;GO;PL*;DEPUTADO ESTADUAL;1
2002;GO;PP*;DEPUTADO ESTADUAL;4
2002;GO;PP*;DEPUTADO FEDERAL;2
2002;GO;PRP;DEPUTADO ESTADUAL;1
2002;GO;PSB;DEPUTADO ESTADUAL;1
2002;GO;PSD;DEPUTADO ESTADUAL;1
2002;GO;PSDB;DEPUTADO ESTADUAL;10
2002;GO;PSDB;DEPUTADO FEDERAL;4
2002;GO;PST;DEPUTADO ESTADUAL;1
2002;GO;PT;DEPUTADO ESTADUAL;3
2002;GO;PT;DEPUTADO FEDERAL;2
2002;MA;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;MA;DEM*;DEPUTADO ESTADUAL;13
2002;MA;DEM*;DEPUTADO FEDERAL;6
2002;MA;MDB*;DEPUTADO ESTADUAL;2
2002;MA;MDB*;DEPUTADO FEDERAL;2
2002;MA;PDT;DEPUTADO ESTADUAL;4
2002;MA;PDT;DEPUTADO FEDERAL;3
2002;MA;PGT;DEPUTADO ESTADUAL;1
2002;MA;PL*;DEPUTADO ESTADUAL;1
2002;MA;PL*;DEPUTADO FEDERAL;1
2002;MA;PP*;DEPUTADO ESTADUAL;1
2002;MA;PP*;DEPUTADO FEDERAL;1
2002;MA;PSB;DEPUTADO ESTADUAL;1
2002;MA;PSB;DEPUTADO FEDERAL;1
2002;MA;PSC;DEPUTADO ESTADUAL;1
2002;MA;PSD;DEPUTADO ESTADUAL;6
2002;MA;PSDB;DEPUTADO ESTADUAL;3
2002;MA;PSDB;DEPUTADO FEDERAL;2
2002;MA;PT;DEPUTADO ESTADUAL;2
2002;MA;PTB;DEPUTADO ESTADUAL;2
2002;MG;CIDADANIA*;DEPUTADO ESTADUAL;2
2002;MG;CIDADANIA*;DEPUTADO FEDERAL;2
2002;MG;DEM*;DEPUTADO ESTADUAL;5
2002;MG;DEM*;DEPUTADO FEDERAL;6
2002;MG;MDB*;DEPUTADO ESTADUAL;8
2002;MG;MDB*;DEPUTADO FEDERAL;6
2002;MG;PC DO B;DEPUTADO ESTADUAL;1
2002;MG;PC DO B;DEPUTADO FEDERAL;1
2002;MG;PDT;DEPUTADO ESTADUAL;5
2002;MG;PDT;DEPUTADO FEDERAL;2
2002;MG;PL*;DEPUTADO ESTADUAL;6
2002;MG;PL*;DEPUTADO FEDERAL;4
2002;MG;PP*;DEPUTADO ESTADUAL;6
2002;MG;PP*;DEPUTADO FEDERAL;3
2002;MG;PRTB*;DEPUTADO ESTADUAL;2
2002;MG;PSB;DEPUTADO ESTADUAL;3
2002;MG;PSB;DEPUTADO FEDERAL;1
2002;MG;PSD;DEPUTADO ESTADUAL;1
2002;MG;PSDB;DEPUTADO ESTADUAL;9
2002;MG;PSDB;DEPUTADO FEDERAL;8
2002;MG;PSL;DEPUTADO FEDERAL;1
2002;MG;PST;DEPUTADO ESTADUAL;2
2002;MG;PST;DEPUTADO FEDERAL;2
2002;MG;PT;DEPUTADO ESTADUAL;14
2002;MG;PT;DEPUTADO FEDERAL;10
2002;MG;PTB;DEPUTADO ESTADUAL;5
2002;MG;PTB;DEPUTADO FEDERAL;2
2002;MG;PV;DEPUTADO ESTADUAL;1
2002;MG;PV;DEPUTADO FEDERAL;1
2002;MS;CIDADANIA*;DEPUTADO FEDERAL;1
